"true_mu_a_rew","infer_mu_a_rew","true_mu_a_pun","infer_mu_a_pun","true_mu_K","infer_mu_K","true_mu_theta","infer_mu_theta","true_mu_omega_f","infer_mu_omega_f","true_mu_omega_p","infer_mu_omega_p"
0.260752155724913,0.333613642729913,0.420354626420885,0.50752160971584,1.42382832767908,1.19001230260282,0.580866499687545,0.780406195440598,0.509055740665644,0.231470382929045,-0.698174745775759,-0.363471499168141
0.272885680850595,0.270068138784977,0.494812110159546,0.444139921205195,0.575319855590351,0.737603730197805,1.932643654407,1.51689770037055,0.322683922946453,0.15495043714306,-0.802604457829148,-0.83417221121958
0.365441765543073,0.350935167654251,0.293304281402379,0.350031898066344,1.47911705658771,1.23792633373439,0.538401410682127,1.03087667882339,0.531598903238773,0.521384341100932,0.422708952333778,0.282699793087849
0.172947730030864,0.193989456510821,0.131480593699962,0.217312084289535,0.984518896089867,1.1002970307299,1.88114470872097,1.58206560008856,-0.71431593131274,-0.48273842572841,-0.0875647370703518,-0.12686952894599
0.435335503984243,0.521297438105715,0.153782022651285,0.148318534038643,0.737676786025986,1.13138702841923,1.04999711737037,1.37382667939676,0.172087940387428,0.104701370035386,-0.201725934632123,-0.166759969104761
0.466949190013111,0.233599484829578,0.45773423910141,0.354596892918365,0.817811425076798,1.13053059404912,1.5475888204528,1.5870712335733,0.414537696167827,0.289793553507909,0.231906084343791,0.320426543924524
0.419320425298065,0.385020859264553,0.385418633278459,0.356971589592286,1.0584731126437,1.13450921219908,1.35402852040716,0.66909823599203,-0.15981492260471,-0.0373289628821099,-0.734459780622274,-0.7087479004277
0.301222512684763,0.310012189990993,0.449666896648705,0.20989683151497,1.51053201197647,1.18777333858501,0.926016704761423,1.53709389625963,0.981794352643192,0.701432615704863,-0.83871678635478,-0.633267679541953
0.20178379882127,0.251575657281449,0.461509948316962,0.341836439635865,0.734965278767049,1.23554628315442,0.517054878058843,1.05551132129261,-0.827963679563254,-0.620033929342784,0.326389083173126,0.605124356828104
0.366898174304515,0.252623925008859,0.290919983480126,0.338272385061884,1.10564983531367,1.36014519102566,1.13205802883022,1.04492183359545,0.0982306487858295,-0.131897379851762,0.58708179788664,0.182867937728947
0.476439749915153,0.430267818689179,0.126711434219033,0.173924825493908,0.89386028656736,0.93670765125526,1.42143873753957,1.02460810297111,-0.242631017696112,0.022852070363384,-0.253267130814493,-0.277618501703876
0.492304411716759,0.438866985106344,0.387951618526131,0.331559612739358,1.02439900895115,1.27768181238779,0.507133057923056,1.16380799805997,-0.224558941088617,-0.0845588460824081,0.59777430165559,0.405940832908582
0.120918909553438,0.261723907191415,0.208771610725671,0.29323944907473,0.669755026581697,1.07075336113551,1.49539894156624,1.4148722889973,-0.349381328560412,-0.170217245442153,0.621238131541759,0.458516300154974
0.252961808536202,0.303445530871933,0.230632139369845,0.22152329078037,0.940054808743298,1.31141542600031,0.673479693592526,1.27360307594874,0.992913206107914,0.507974211701027,0.729232608806342,0.42412361118621
0.42247103471309,0.44914271768117,0.254019850771874,0.305945428826182,0.698167739319615,1.02344773042613,1.85344187018927,1.46098656814986,0.492816191632301,0.359055952397761,-0.154500270262361,-0.154398411735377
0.319155079592019,0.257609955673448,0.232283838931471,0.169835560122561,1.18729922187049,0.985417660046402,0.651498184655793,0.934408291871308,0.559579919558018,0.362557079991593,-0.80825563846156,-0.409500149704415
0.221785808634013,0.244305729289646,0.139432125817984,0.125813841731135,1.6034207487246,1.56138565825482,1.34812318638433,1.83429362322557,0.809340132400393,0.433782952327945,0.765188253950328,0.50217658092235
0.260921930614859,0.28871281311152,0.33247151048854,0.21484189958886,0.58077373506967,0.794951315432282,0.877147509600036,0.576549469625829,0.333449989557266,0.329323346912006,-0.422660367097706,-0.264472333960782
0.111038314551115,0.196117227963289,0.402476833388209,0.36235533320802,1.08891574980225,1.27480038540153,1.3717938499758,1.3811348647608,0.383657236583531,0.427782831002965,-0.38978355564177,-0.223760528575128
0.439597474876791,0.351718779318383,0.306801660172641,0.287518780505762,1.76232964673545,1.80709053631824,1.92878555797506,1.60240626741471,0.892138850875199,0.594661419267969,0.632210349664092,0.497259008774207
0.112413481064141,0.269428366411683,0.209810318332165,0.328203813656624,1.09681834396906,0.889149091576731,1.59091820451431,1.48072989019085,-0.740801925305277,-0.59116005551354,0.17377681331709,0.189176147309708
0.360916732624173,0.30549914337601,0.277847110014409,0.280006664045925,1.18455516907852,1.52477842716393,1.10685897723306,1.31696752490464,0.901133221108466,0.873169564318888,0.325475592166185,0.229684426475053
0.338736441917717,0.230929377253819,0.458242511376739,0.471976099732271,1.93721806304529,1.82172677099882,1.23854660638608,1.16100575530984,0.905277793295681,0.472925606392985,0.288836869876832,0.0895413225903728
0.225044415239245,0.278037565009813,0.468513030279428,0.513626658963428,1.66384098946583,1.32233553076613,1.50821052445099,1.62954493802573,-0.824294646270573,-0.536970280633526,-0.543460479471833,-0.395506323395938
