"A"	"alpha"	"cons"	"lambda"	"epP"	"epN"	"K"	"w"	"subjID"
0.00650303190041788	0.612809856516099	2.0661393184386	0.980683103147705	1.05975434582542	0.439982691725849	0.667077577457034	0.824864100291708	103
0.0184395408859664	0.881308344285879	2.02584499084091	0.387254598741262	-0.242461150572889	0.0977224402105961	0.42333194278551	0.866847613998825	104
0.0417204277262899	0.28174477700548	2.32822578867449	1.23145803443616	-0.985146754700888	-1.687563294387	0.229453184321169	0.833589454851828	114
0.00727617312865661	1.27716543514326	1.94934456948578	1.74116614335523	0.252512414391403	-0.461033212287105	0.465186846000463	0.86038554051932	115
0.00402273835647872	0.638625484320028	2.000812524794	0.964079987095063	1.13849374275234	-0.514702298595763	0.223667193780018	0.82216947666039	116
0.00942355924273522	0.516681026710356	2.03220114568726	2.24234197694452	0.897540324958198	-0.137339390070966	0.631843600036852	0.841904447019555	117
0.0234571416171221	0.573380174593095	2.26841458731508	1.66603000775086	0.903648296246302	-0.979837442463475	0.61773156291074	0.85003245578253	118
0.00588794052715148	0.634240847298545	2.09668240327409	0.49078852862458	-1.29911525782091	0.34940637037211	0.621076664606991	0.812778513771788	121
0.00529720185687965	0.568290761026076	2.23519233259621	1.41927786426289	-0.398501810247693	-2.68248582279121	0.65861150110226	0.772244978544817	122
0.0116856825210581	0.370583156593666	2.02465444099188	1.35645645958981	0.693235264384665	-0.906828649209188	0.325480393195756	0.846549830993335	123
0.00779818403607386	0.437723582913433	2.12599366416155	0.801992359268748	-0.661451945547903	-1.86361268108038	0.440618227598118	0.816728402820997	124
0.0156029789082858	0.623819994939947	2.14218198620146	0.80207531855871	0.328383967737073	1.18999406495948	0.458308160773509	0.832708978740596	126
0.00655480771786357	0.58369754464053	2.02602656498684	0.91287115722108	1.13443285341926	-1.03558442845159	0.665835945541831	0.815624412756089	127
0.023104003163769	0.529715022606738	2.11917953182459	0.816287745974941	1.08306540274117	-1.83673363848322	0.328942487704705	0.796236557801271	128
0.00795689662649211	0.692269393719232	1.97890093181323	0.44039874910222	-0.50415786179194	-0.929914229616443	0.554896084336489	0.847452595999092	129
0.00937570893712665	0.457647730018025	1.99140795497996	0.683147831066085	-0.491721613580675	0.0738069075242795	0.369995948382436	0.857769331629361	131
0.02171700533827	0.935099529423083	2.26779670279655	0.118510487641487	-0.929045299768825	-2.11563042462339	0.540479099826285	0.809275412141796	132
0.00826097229372156	0.530443822006163	2.02337910203984	0.462476716957636	0.574856164062452	0.573073608065748	0.327031675709061	0.846282581550644	153
0.0252796649279278	0.489338335791013	2.19231236417893	0.576235955097345	-1.214339058941	-1.57388477829576	0.240159556641601	0.808462109433521	171
0.0272718537221343	0.623327431108475	2.18620323984914	1.0069718595991	1.10311413117071	0.0632762408221489	0.32730210635358	0.844554734754297	181
0.00954394484153129	0.823232104223035	2.01559039717913	1.0004330540085	0.124278966246212	-1.32443917801626	0.503255166083702	0.851072169425741	185
0.0125810639788881	0.523327906988314	2.28788871467549	0.378658979987083	-0.976875578152089	-2.43988937404406	0.474262119067983	0.782528527888921	206
0.00791696687885494	0.473522014371158	2.09018304593156	0.823052901495578	0.34204407133067	-2.08399085445249	0.585029390959282	0.81198522762432	207
0.00930744813112451	0.678810296006588	2.19306128140341	3.16497851289427	1.36355164427762	0.81891157110561	0.182775472256426	0.802428221297468	208
0.00777981546819835	0.545329582202205	1.97814442825977	0.500692740917028	0.81783751664445	-0.21509670490221	0.331470034378945	0.843551512486779	209
0.00781211000152811	0.592718520662966	2.04402451532356	1.91823578796196	0.801795092760869	-0.982274093415112	0.524216422653628	0.837930272569936	212
0.00486130234705576	0.636181910124559	1.96658969096089	1.97829149041553	0.750121377339132	0.287157054834873	0.877977427784473	0.838788827205669	222
0.0163557910971239	0.558058424621254	2.09017839518079	0.272324942595654	0.204428618389218	-1.39114718536508	0.337979451785952	0.854445320684047	226
0.00553383291856804	0.679823020958784	2.36112620208254	0.369904811435383	-2.20989676163611	-1.34706757315648	0.538115238338848	0.748358607643778	228
0.0106345351057143	0.466675131371158	2.12494685080215	0.728214553425891	-1.4483279839226	-0.157123511492813	0.912260279699088	0.820279934943659	229
0.0168499632614597	0.594587310240635	2.14810167303623	2.6155468563171	-0.137053074715983	-0.336314084787753	0.450812670942512	0.876876163718241	241
0.00754143409959915	0.584868877147125	2.09330743175675	1.42902360809878	1.2653881022057	0.248398082594884	0.492828505576308	0.819137150652893	242
0.00556000994007316	0.558941226560618	2.02142676119097	0.646896384249082	0.258313416701469	-1.65200535382703	0.65200530798785	0.829870138023726	243
0.0216283895734712	0.613258464433922	2.25360407095395	0.338155292798595	-0.411095354444105	-2.07560634686614	0.594271042768181	0.82919195119063	246
0.010836579178196	0.355589268022131	2.28001561931254	1.17002349183521	-1.58490781023993	-1.71711331316418	0.319690357761765	0.782412915757738	251
0.0239708225313294	0.174258931756197	2.32317088848535	1.09010330921052	-0.0178544098632444	-1.34678156592819	0.522479112694326	0.875095328205528	271
0.00556704321006455	0.729100075687744	2.01492691570417	0.650947179827629	-0.531760661886302	0.89666047981936	0.611102254865994	0.828779082055921	272
0.0124796657053661	0.862884755598728	1.98498402954382	2.71739959919745	0.525289579586838	-0.748866124533598	0.59229164994427	0.858032175068305	274
0.00420647076712712	0.730577647044954	2.21250960222776	1.10912049308302	-1.62387247724054	-1.62039074637058	0.399007213741911	0.776116235778725	279
0.0124976733104998	0.527316871329801	2.00875732733093	2.99754270982949	-0.214414449589727	-0.758726970248815	0.530047694602074	0.864197497984624	280
0.00525674845358906	0.679368884699686	1.97162466141015	1.00657644121849	0.191369353196922	-1.26607532548357	0.47748531584996	0.841843160208281	284
0.00445854504431986	0.557446980946656	2.11772670917337	0.939626371499356	1.16330732147649	-1.7356683676405	0.570417478245953	0.792837713700596	315
0.0412604410279139	0.251141539219872	2.2125200018822	1.0742075100666	-0.492756625265097	-1.80765744302051	0.509647212214331	0.840591853934539	325
0.00546301780272103	0.649501650866908	1.99284386924796	2.32897412248987	0.803073817445944	0.30607298924008	0.82207343250822	0.838830097187605	331
0.00597581191051553	0.535749635565466	2.20350163921395	1.3172360680147	0.870356618550995	1.62870942710101	0.140531531600056	0.785001509824359	333
