"true_mu_theta","infer_mu_theta","true_mu_lambda","infer_mu_lambda","true_mu_phi","infer_mu_phi","true_mu_cons","infer_mu_cons","true_sigma_theta","infer_sigma_theta","true_sigma_lambda","infer_sigma_lambda","true_sigma_phi","infer_sigma_phi","true_sigma_cons","infer_sigma_cons"
0.287797361519188,0.0696936936123339,0.425139976665378,0.309186317698397,-0.41046804189682,-0.547575645586044,2.95236318511888,2.82467426615011,0.111496067792177,0.451370205032315,0.126729485252872,0.53343400936898,0.457985056098551,0.589292139199296,0.202522185910493,0.465020573189706
0.680126771144569,0.966176003773976,0.305592900793999,0.294019694093675,1.77368125319481,1.90274108070954,2.27992278989404,2.28327720841912,0.0879550623474643,0.365343838375605,0.0541284427279606,0.308817835747954,0.307300249952823,0.402781381835366,0.314013462048024,0.348881038877487
0.619263683026657,0.731247306256297,0.569183668727055,0.54476131645202,1.60635903850198,1.83124774462832,2.00947481580079,1.84357404773061,0.0822057724930346,0.551205710242187,0.0516858220566064,0.292549040959079,0.269862234313041,0.39369130259969,0.486591311171651,0.544777554293525
0.790196644235402,0.776212539794124,0.335877670533955,0.170204396262367,-1.36232138611376,-1.59465725167185,2.59831690043211,2.39510609680518,0.140673615783453,1.25539864286476,0.135499383322895,0.567577162849784,0.262761585135013,0.473537937811528,0.237222840078175,0.442298875976924
0.313057676097378,0.0944538731576355,0.578630958730355,0.600083767724546,1.92794772610068,2.05870634821028,1.46941164461896,1.53848913302674,0.0598680469207466,0.498538904387254,0.121355727594346,0.396433431704923,0.129181518778205,0.372626049043207,0.221178384590894,0.310229128003193
0.602871893625706,0.962827114080675,0.691255439631641,0.966421077262946,-1.07025698851794,-1.12785316736599,1.57028294354677,1.5809529238414,0.100898228306323,0.379913372154158,0.112353574135341,0.360697589533778,0.203872829582542,0.343289972398886,0.155165542475879,0.353544555578405
0.422730424674228,0.174880853843486,0.745526021067053,0.814366007416395,-1.67321347258985,-1.87586905821648,2.2587096686475,2.23730273688279,0.0943446045741439,0.568795963965138,0.149687964399345,0.499846009385527,0.107858074270189,0.49330104959076,0.398896230757236,0.565317726662819
0.763581062108278,0.874804055334739,0.310146646853536,0.727877708128181,-1.62584718968719,-1.98253036657747,2.28564822627231,2.52053391978442,0.0908027888741344,0.579219762611306,0.0536511539015919,0.645490956448798,0.119011821225286,0.50669238569444,0.493253480736166,0.458240230778934
0.214337671874091,0.0722883500508304,0.740015557315201,0.934938013550365,1.07937417365611,1.07045530044104,1.40451122121885,1.28907717042731,0.0955999605590478,0.492783661792532,0.143605841021054,0.3907723452915,0.199568978417665,0.298382560667303,0.244721529912204,0.361089102089223
0.786371029214934,0.952025322032398,0.657192605687305,0.81082024979108,0.647690745070577,0.738028869328507,1.31228406401351,1.40980173974071,0.124805308924988,0.411062392291349,0.0824025111738592,0.364357193324034,0.274306584335864,0.299009232714132,0.137857108935714,0.338160267569952
0.631490582274273,0.383790158572199,0.733840616233647,0.985475951834323,0.136713861487806,0.138896794370448,2.42751494701952,2.38214077336382,0.0821872795699164,0.612649459306351,0.126685969810933,0.288592402750624,0.145703523885459,0.270739424119806,0.332519422378391,0.383418739198714
0.36655240287073,0.0925443143034792,0.458979302551597,0.498527864253304,1.94340789970011,1.83934332881902,1.51240812102333,1.43719095497457,0.0899223268497735,0.536557043335088,0.101677397615276,0.345968957597341,0.358093856368214,0.407155665111188,0.248092955909669,0.390278773965276
0.600536330789328,0.882654323793716,0.676030713319778,0.881368449203202,-1.91480570472777,-2.31137897359845,2.51024086587131,2.86132762871439,0.116409348836169,0.562449109414518,0.140249015274458,0.503459968910325,0.18884082082659,0.501378448756794,0.488039124105126,0.521932429445774
0.686843315744773,0.977169847373854,0.625054815085605,0.750238023410796,0.493434268049896,0.479721798496927,2.8527906909585,2.83928955262852,0.0798912182915956,0.320295048601372,0.0740346559789032,0.361836655580474,0.270327785704285,0.335709829683895,0.277980216499418,0.382382818109754
0.418852238915861,0.174118918397476,0.507949052192271,0.484988962617261,0.345094376243651,0.321450172267474,1.31489389762282,1.45501289114696,0.0786892622476444,0.412073370312525,0.109434548858553,0.37542967774275,0.115571400988847,0.268190014997426,0.356735175941139,0.493622403032906
0.704935304494575,0.945437189323005,0.745293051516637,0.968024078992407,0.0256401859223843,-0.121703016552189,1.92781461263075,1.94937880256904,0.101461682585068,0.403258594973195,0.122149090562016,0.342148475888369,0.410096027329564,0.327130694899313,0.472809742763639,0.490495229275443
0.329461622051895,0.0687761726108517,0.723178857890889,0.90925296102658,-1.71097030304372,-1.50224856669898,1.96915700379759,2.10299593962053,0.135695242672227,0.465390185038867,0.107398190279491,0.520106444112641,0.441750341840088,0.573856546714879,0.299047732446343,0.500601289113254
0.687567655649036,0.945254227476626,0.6986743980553,0.790628124792997,1.4788605729118,1.65776855805248,2.81587157258764,2.6621969316347,0.149779849802144,0.406883664071694,0.0737492888700217,0.323732176369344,0.499766482412815,0.468291830483941,0.121777339745313,0.357919322245266
0.613683508941904,0.975360286943814,0.459393763216212,0.442385518234743,0.0794299235567451,-0.0846021773778665,2.21434285398573,2.15171074448098,0.0526069199666381,0.32272493127529,0.0640183852985501,0.344799536730102,0.367789123859257,0.440390890656097,0.463004978373647,0.519169064109426
0.492848176043481,0.790128392078436,0.564886088995263,0.953582907126293,-0.952825709246099,-1.25594095550081,1.09482542052865,0.984902768334038,0.0674792208941653,0.617602984622791,0.064933414477855,0.37669876807902,0.236943317763507,0.361603834698452,0.21461931578815,0.275099903953769
0.324774926295504,0.0463466047127285,0.723483382631093,0.963462712041848,0.342538346536458,0.328373026656093,2.70690051931888,2.62078296942541,0.115786942886189,0.387180840978643,0.105404531140812,0.30034730971218,0.262251937389374,0.358395956491192,0.140309138037264,0.325376930444059
0.43082747166045,0.467240901707099,0.323800657037646,0.0844425146301417,0.0631390698254108,-0.0028388263282636,2.51264219870791,2.55450281421257,0.111966965743341,0.571676162729278,0.132619518553838,0.402614243625541,0.202472825720906,0.332744985772187,0.150013327971101,0.35012120100708
0.714335757400841,0.978691724039689,0.248951921472326,0.0296007578478815,1.97960194200277,2.20196417189416,1.46115481946617,1.50918428307666,0.138484659441747,0.346291201765366,0.0613481236621738,0.307706202246233,0.40394594958052,0.451724947942516,0.324082930479199,0.332313254409577
0.533147191628814,0.863748544836382,0.640655287448317,0.904799143096632,0.343624768778682,0.0896540495520464,1.89595984341577,1.77378993997744,0.0943533300422132,0.476237789221394,0.0623807870782912,0.342848081790686,0.415631588548422,0.46871960000997,0.165330337919295,0.318190740644559
0.778211962012574,0.977947495712698,0.511636885348707,0.571719292749417,0.538217899389565,0.473410716709524,2.67628418002278,2.72324054156857,0.119803674635477,0.319188954004406,0.107112156553194,0.2875175364197,0.372928201965988,0.380257291941434,0.143184298090637,0.310201019683092
0.5021185958758,0.145798421366721,0.597399167856202,0.678220259606632,1.56693330965936,1.5640616172482,1.25185458734632,1.20113316726641,0.124220894835889,0.663484975468149,0.138224697159603,0.423987120503395,0.260022465325892,0.36869742790539,0.266312811244279,0.317066997254884
0.685360364010558,0.970071005948967,0.26885064356029,0.150341675229282,0.980869711376727,0.89124932923562,1.89632341032848,1.89844801330967,0.0532100774114952,0.338768359165756,0.093966228608042,0.327874980261465,0.441129242256284,0.45992594029254,0.473608413897455,0.406957863629742
0.60405217637308,0.939506654365468,0.723200930096209,0.939208187702771,0.456650684587657,0.552897595811469,2.24078162293881,2.197053603857,0.0568471729755402,0.406937630939298,0.110308552347124,0.337271638342508,0.170870848093182,0.260411633953355,0.426665773894638,0.40204197956431
0.331301077222452,0.0869433066353636,0.705873126443476,0.407591550775477,-1.87079528905451,-2.57343657579429,2.00078121339902,2.10724342670957,0.14719980827067,0.543751122297839,0.0656255248934031,0.558844117727122,0.32540077753365,0.483119091136707,0.369493352249265,0.572054569668697
0.53130113822408,0.486456150674346,0.236085628159344,0.284327735591992,-1.12993963621557,-1.57080039794993,1.97914558136836,1.75164886928492,0.111607100628316,0.615197961452841,0.14560394200962,0.657556055386573,0.231670037005097,0.453937410735078,0.353877800237387,0.404333961527788
0.475267323991284,0.457144481223808,0.403957676049322,0.408226317628075,1.77373513020575,1.86642280910915,1.85246464656666,1.95661969525303,0.124577129911631,0.644964561225144,0.0739887826843187,0.351972697507198,0.195063187647611,0.377370707169005,0.334866136405617,0.409554132348305
0.698421987658367,0.903407558941745,0.268509355792776,0.0615365550471842,-1.00180790573359,-1.17473663462789,1.5691448552534,1.71497250903989,0.145700473338366,0.519990088532312,0.127541458723135,0.440844333614125,0.480547019187361,0.496021749459161,0.329031232185662,0.531146860048057
0.53139576097019,0.554193254295675,0.310770078981295,0.168578202985344,1.64721391536295,1.70373014283994,2.32556909881532,2.45325935912287,0.0691247610840946,0.520935904129551,0.117797077260911,0.442443543369508,0.428734777029604,0.604663555820933,0.490756612457335,0.430181824322056
0.581448067491874,0.837630884690123,0.238422022620216,0.0502069825517339,-0.295093321241438,-0.466598419973,2.08637897111475,2.03133214661775,0.0560472519369796,0.615056113478893,0.125183367729187,0.366545609200845,0.406969761941582,0.5064834659545,0.109605707786977,0.373493947956417
0.733746888814494,0.983796206668781,0.654225163720548,0.658357560286523,0.754565767012537,0.695615515125963,2.89530371129513,2.93055791985227,0.108158481237479,0.29875615638813,0.0591412835521624,0.243195155160647,0.138042095210403,0.2270248271782,0.177183368522674,0.333921695217749
0.404068619618192,0.0570875925824611,0.269867049204186,0.0896906235646635,-1.33648239634931,-2.0633124136668,1.80808778572828,1.98514017241961,0.115604417817667,0.463977201209832,0.0916036880109459,0.552914487054227,0.443451628554612,0.530052526470605,0.399786008056253,0.459973826763443
0.793865957157686,0.95553405809176,0.789662851253524,0.975183377665807,1.7816053070128,1.86627131536332,1.97110100276768,1.91886862169952,0.0500983560690656,0.393114472489746,0.136145441234112,0.324990812372581,0.232376485783607,0.367735047759425,0.15923266382888,0.350997190479599
0.343058637948707,0.819406159317106,0.652048316970468,0.736598070720479,-1.40398506447673,-1.81733688449625,2.70839667133987,2.38143453463607,0.0996886055450887,0.557264254275976,0.102161467238329,0.503349275336141,0.29527264945209,0.50530378162564,0.345273872092366,0.47513880767184
0.382033636234701,0.109467394228407,0.717596339387819,0.983885065442388,0.014076828956604,-0.0864296760838252,2.37187342252582,2.36624356926675,0.0697331325151026,0.644017055548767,0.0555626548361033,0.295709053689541,0.173275887966156,0.318543903324456,0.473599987663329,0.624745530487036
0.213570450851694,0.0793020186218454,0.4039235023316,0.149270415681879,-0.458389475010335,-0.708291725139807,2.62590113189071,2.67086647550743,0.135335194249637,0.47259082991213,0.0664882279699668,0.407440989398165,0.144651115778834,0.384743743529501,0.194917138665915,0.496887152354518
0.684290348552167,0.931409691981477,0.731183731742203,0.916421673013167,1.01289272960275,1.10547416296443,2.82776607293636,2.82247998084027,0.143002153933048,0.440156566599657,0.146017163433135,0.450319813019443,0.40825054300949,0.371639733169739,0.36497282711789,0.451740260585662
0.555321837356314,0.716752550769807,0.412664735596627,0.209829208294058,0.0934900054708123,0.0921727521427611,1.46514067100361,1.60686474969234,0.104426543903537,0.626136764513439,0.147501640976407,0.527324311625468,0.185652519296855,0.275110295439543,0.475349417887628,0.478181355080494
